,Dataset,n_clusters,NUM_TOPICS,max_df,min_df,precision,recall,f-score
188,showcase_noStem2,40.0,70.0,0.8,0.2,64.0,84.0,73.0
189,showcase_noStem2,40.0,75.0,0.8,0.2,66.0,83.0,74.0
190,showcase_noStem2,40.0,80.0,0.8,0.2,68.0,87.0,77.0
191,showcase_noStem2,40.0,85.0,0.8,0.2,63.0,83.0,72.0
192,showcase_noStem2,40.0,90.0,0.8,0.2,62.0,83.0,71.0
193,showcase_noStem2,40.0,95.0,0.8,0.2,59.0,81.0,68.0
194,showcase_noStem2,40.0,100.0,0.8,0.2,66.0,84.0,74.0
195,showcase_noStem2,40.0,105.0,0.8,0.2,67.0,83.0,74.0
196,showcase_noStem2,40.0,110.0,0.8,0.2,61.0,83.0,70.0
197,showcase_noStem2,40.0,115.0,0.8,0.2,66.0,83.0,73.0
198,showcase_noStem2,40.0,120.0,0.8,0.2,66.0,82.0,73.0
199,showcase_noStem2,40.0,125.0,0.8,0.2,64.0,81.0,71.0
200,showcase_noStem2,40.0,130.0,0.8,0.2,67.0,83.0,74.0
201,showcase_noStem2,40.0,135.0,0.8,0.2,68.0,87.0,76.0
202,showcase_noStem2,40.0,140.0,0.8,0.2,68.0,87.0,76.0
203,showcase_noStem2,40.0,145.0,0.8,0.2,67.0,85.0,75.0
204,showcase_noStem2,45.0,45.0,0.8,0.2,70.0,92.0,80.0
205,showcase_noStem2,45.0,50.0,0.8,0.2,65.0,85.0,74.0
206,showcase_noStem2,45.0,55.0,0.8,0.2,66.0,86.0,75.0
207,showcase_noStem2,45.0,60.0,0.8,0.2,67.0,85.0,75.0
208,showcase_noStem2,45.0,65.0,0.8,0.2,72.0,88.0,79.0
209,showcase_noStem2,45.0,70.0,0.8,0.2,65.0,85.0,74.0
210,showcase_noStem2,45.0,75.0,0.8,0.2,66.0,83.0,74.0
211,showcase_noStem2,45.0,80.0,0.8,0.2,69.0,88.0,77.0
212,showcase_noStem2,45.0,85.0,0.8,0.2,63.0,83.0,72.0
213,showcase_noStem2,45.0,90.0,0.8,0.2,62.0,83.0,71.0
214,showcase_noStem2,45.0,95.0,0.8,0.2,62.0,83.0,71.0
215,showcase_noStem2,45.0,100.0,0.8,0.2,67.0,85.0,75.0
216,showcase_noStem2,45.0,105.0,0.8,0.2,68.0,83.0,75.0
217,showcase_noStem2,45.0,110.0,0.8,0.2,61.0,83.0,70.0
218,showcase_noStem2,45.0,115.0,0.8,0.2,68.0,84.0,75.0
219,showcase_noStem2,45.0,120.0,0.8,0.2,67.0,83.0,74.0
220,showcase_noStem2,45.0,125.0,0.8,0.2,66.0,83.0,73.0
221,showcase_noStem2,45.0,130.0,0.8,0.2,70.0,85.0,77.0
222,showcase_noStem2,45.0,135.0,0.8,0.2,69.0,88.0,77.0
223,showcase_noStem2,45.0,140.0,0.8,0.2,67.0,86.0,76.0
224,showcase_noStem2,45.0,145.0,0.8,0.2,67.0,86.0,76.0
225,showcase_noStem2,50.0,50.0,0.8,0.2,65.0,85.0,74.0
226,showcase_noStem2,50.0,55.0,0.8,0.2,66.0,86.0,75.0
227,showcase_noStem2,50.0,60.0,0.8,0.2,69.0,89.0,78.0
228,showcase_noStem2,50.0,65.0,0.8,0.2,72.0,88.0,79.0
229,showcase_noStem2,50.0,70.0,0.8,0.2,68.0,88.0,77.0
230,showcase_noStem2,50.0,75.0,0.8,0.2,67.0,85.0,75.0
231,showcase_noStem2,50.0,80.0,0.8,0.2,70.0,89.0,78.0
232,showcase_noStem2,50.0,85.0,0.8,0.2,64.0,84.0,73.0
233,showcase_noStem2,50.0,90.0,0.8,0.2,64.0,85.0,73.0
234,showcase_noStem2,50.0,95.0,0.8,0.2,66.0,85.0,74.0
235,showcase_noStem2,50.0,100.0,0.8,0.2,68.0,86.0,76.0
236,showcase_noStem2,50.0,105.0,0.8,0.2,69.0,83.0,75.0
237,showcase_noStem2,50.0,110.0,0.8,0.2,62.0,83.0,71.0
238,showcase_noStem2,50.0,115.0,0.8,0.2,68.0,85.0,76.0
239,showcase_noStem2,50.0,120.0,0.8,0.2,70.0,86.0,77.0
240,showcase_noStem2,50.0,125.0,0.8,0.2,70.0,85.0,77.0
241,showcase_noStem2,50.0,130.0,0.8,0.2,72.0,87.0,79.0
242,showcase_noStem2,50.0,135.0,0.8,0.2,70.0,89.0,79.0
243,showcase_noStem2,50.0,140.0,0.8,0.2,68.0,87.0,77.0
244,showcase_noStem2,50.0,145.0,0.8,0.2,68.0,87.0,77.0
245,showcase_noStem2,55.0,55.0,0.8,0.2,66.0,86.0,75.0
246,showcase_noStem2,55.0,60.0,0.8,0.2,69.0,89.0,78.0
247,showcase_noStem2,55.0,65.0,0.8,0.2,72.0,88.0,79.0
248,showcase_noStem2,55.0,70.0,0.8,0.2,68.0,88.0,77.0
249,showcase_noStem2,55.0,75.0,0.8,0.2,69.0,87.0,77.0
250,showcase_noStem2,55.0,80.0,0.8,0.2,70.0,89.0,78.0
251,showcase_noStem2,55.0,85.0,0.8,0.2,64.0,84.0,73.0
252,showcase_noStem2,55.0,90.0,0.8,0.2,66.0,86.0,75.0
253,showcase_noStem2,55.0,95.0,0.8,0.2,66.0,85.0,74.0
254,showcase_noStem2,55.0,100.0,0.8,0.2,69.0,87.0,77.0
255,showcase_noStem2,55.0,105.0,0.8,0.2,73.0,89.0,80.0
256,showcase_noStem2,55.0,110.0,0.8,0.2,65.0,86.0,74.0
257,showcase_noStem2,55.0,115.0,0.8,0.2,68.0,85.0,76.0
258,showcase_noStem2,55.0,120.0,0.8,0.2,71.0,87.0,78.0
259,showcase_noStem2,55.0,125.0,0.8,0.2,73.0,87.0,79.0
260,showcase_noStem2,55.0,130.0,0.8,0.2,74.0,89.0,81.0
261,showcase_noStem2,55.0,135.0,0.8,0.2,70.0,89.0,79.0
262,showcase_noStem2,55.0,140.0,0.8,0.2,71.0,90.0,80.0
263,showcase_noStem2,55.0,145.0,0.8,0.2,68.0,87.0,77.0
264,showcase_noStem2,60.0,60.0,0.8,0.2,69.0,89.0,78.0
265,showcase_noStem2,60.0,65.0,0.8,0.2,72.0,88.0,79.0
266,showcase_noStem2,60.0,70.0,0.8,0.2,68.0,88.0,77.0
267,showcase_noStem2,60.0,75.0,0.8,0.2,69.0,87.0,77.0
268,showcase_noStem2,60.0,80.0,0.8,0.2,70.0,89.0,78.0
269,showcase_noStem2,60.0,85.0,0.8,0.2,64.0,84.0,73.0
270,showcase_noStem2,60.0,90.0,0.8,0.2,66.0,86.0,75.0
271,showcase_noStem2,60.0,95.0,0.8,0.2,66.0,85.0,74.0
272,showcase_noStem2,60.0,100.0,0.8,0.2,69.0,87.0,77.0
273,showcase_noStem2,60.0,105.0,0.8,0.2,75.0,91.0,82.0
274,showcase_noStem2,60.0,110.0,0.8,0.2,67.0,88.0,76.0
275,showcase_noStem2,60.0,115.0,0.8,0.2,68.0,85.0,76.0
276,showcase_noStem2,60.0,120.0,0.8,0.2,71.0,87.0,78.0
277,showcase_noStem2,60.0,125.0,0.8,0.2,73.0,87.0,79.0
278,showcase_noStem2,60.0,130.0,0.8,0.2,75.0,91.0,83.0
279,showcase_noStem2,60.0,135.0,0.8,0.2,72.0,91.0,81.0
280,showcase_noStem2,60.0,140.0,0.8,0.2,72.0,91.0,81.0
281,showcase_noStem2,60.0,145.0,0.8,0.2,69.0,88.0,78.0
282,showcase_noStem2,65.0,65.0,0.8,0.2,72.0,88.0,79.0
283,showcase_noStem2,65.0,70.0,0.8,0.2,68.0,88.0,77.0
284,showcase_noStem2,65.0,75.0,0.8,0.2,69.0,87.0,77.0
285,showcase_noStem2,65.0,80.0,0.8,0.2,70.0,89.0,78.0
286,showcase_noStem2,65.0,85.0,0.8,0.2,64.0,84.0,73.0
287,showcase_noStem2,65.0,90.0,0.8,0.2,66.0,86.0,75.0
288,showcase_noStem2,65.0,95.0,0.8,0.2,66.0,85.0,74.0
289,showcase_noStem2,65.0,100.0,0.8,0.2,69.0,87.0,77.0
290,showcase_noStem2,65.0,105.0,0.8,0.2,75.0,91.0,82.0
291,showcase_noStem2,65.0,110.0,0.8,0.2,67.0,88.0,76.0
292,showcase_noStem2,65.0,115.0,0.8,0.2,68.0,85.0,76.0
293,showcase_noStem2,65.0,120.0,0.8,0.2,71.0,87.0,78.0
294,showcase_noStem2,65.0,125.0,0.8,0.2,73.0,87.0,79.0
295,showcase_noStem2,65.0,130.0,0.8,0.2,75.0,91.0,83.0
296,showcase_noStem2,65.0,135.0,0.8,0.2,72.0,91.0,81.0
297,showcase_noStem2,65.0,140.0,0.8,0.2,72.0,91.0,81.0
298,showcase_noStem2,65.0,145.0,0.8,0.2,69.0,88.0,78.0
299,showcase_noStem2,70.0,70.0,0.8,0.2,68.0,88.0,77.0
300,showcase_noStem2,70.0,75.0,0.8,0.2,69.0,87.0,77.0
301,showcase_noStem2,70.0,80.0,0.8,0.2,70.0,89.0,78.0
302,showcase_noStem2,70.0,85.0,0.8,0.2,64.0,84.0,73.0
303,showcase_noStem2,70.0,90.0,0.8,0.2,66.0,86.0,75.0
304,showcase_noStem2,70.0,95.0,0.8,0.2,66.0,85.0,74.0
305,showcase_noStem2,70.0,100.0,0.8,0.2,69.0,87.0,77.0
306,showcase_noStem2,70.0,105.0,0.8,0.2,75.0,91.0,82.0
307,showcase_noStem2,70.0,110.0,0.8,0.2,67.0,88.0,76.0
308,showcase_noStem2,70.0,115.0,0.8,0.2,68.0,85.0,76.0
309,showcase_noStem2,70.0,120.0,0.8,0.2,71.0,87.0,78.0
310,showcase_noStem2,70.0,125.0,0.8,0.2,73.0,87.0,79.0
311,showcase_noStem2,70.0,130.0,0.8,0.2,75.0,91.0,83.0
312,showcase_noStem2,70.0,135.0,0.8,0.2,72.0,91.0,81.0
313,showcase_noStem2,70.0,140.0,0.8,0.2,72.0,91.0,81.0
314,showcase_noStem2,70.0,145.0,0.8,0.2,69.0,88.0,78.0
315,showcase_noStem2,75.0,75.0,0.8,0.2,69.0,87.0,77.0
316,showcase_noStem2,75.0,80.0,0.8,0.2,70.0,89.0,78.0
317,showcase_noStem2,75.0,85.0,0.8,0.2,64.0,84.0,73.0
318,showcase_noStem2,75.0,90.0,0.8,0.2,66.0,86.0,75.0
319,showcase_noStem2,75.0,95.0,0.8,0.2,66.0,85.0,74.0
320,showcase_noStem2,75.0,100.0,0.8,0.2,69.0,87.0,77.0
321,showcase_noStem2,75.0,105.0,0.8,0.2,75.0,91.0,82.0
322,showcase_noStem2,75.0,110.0,0.8,0.2,67.0,88.0,76.0
323,showcase_noStem2,75.0,115.0,0.8,0.2,68.0,85.0,76.0
324,showcase_noStem2,75.0,120.0,0.8,0.2,71.0,87.0,78.0
325,showcase_noStem2,75.0,125.0,0.8,0.2,73.0,87.0,79.0
326,showcase_noStem2,75.0,130.0,0.8,0.2,75.0,91.0,83.0
327,showcase_noStem2,75.0,135.0,0.8,0.2,72.0,91.0,81.0
328,showcase_noStem2,75.0,140.0,0.8,0.2,72.0,91.0,81.0
329,showcase_noStem2,75.0,145.0,0.8,0.2,69.0,88.0,78.0
330,showcase_noStem2,80.0,80.0,0.8,0.2,70.0,89.0,78.0
331,showcase_noStem2,80.0,85.0,0.8,0.2,64.0,84.0,73.0
332,showcase_noStem2,80.0,90.0,0.8,0.2,66.0,86.0,75.0
333,showcase_noStem2,80.0,95.0,0.8,0.2,66.0,85.0,74.0
334,showcase_noStem2,80.0,100.0,0.8,0.2,69.0,87.0,77.0
335,showcase_noStem2,80.0,105.0,0.8,0.2,75.0,91.0,82.0
336,showcase_noStem2,80.0,110.0,0.8,0.2,67.0,88.0,76.0
337,showcase_noStem2,80.0,115.0,0.8,0.2,68.0,85.0,76.0
338,showcase_noStem2,80.0,120.0,0.8,0.2,71.0,87.0,78.0
339,showcase_noStem2,80.0,125.0,0.8,0.2,73.0,87.0,79.0
340,showcase_noStem2,80.0,130.0,0.8,0.2,75.0,91.0,83.0
341,showcase_noStem2,80.0,135.0,0.8,0.2,72.0,91.0,81.0
342,showcase_noStem2,80.0,140.0,0.8,0.2,72.0,91.0,81.0
343,showcase_noStem2,80.0,145.0,0.8,0.2,69.0,88.0,78.0
344,showcase_noStem2,85.0,85.0,0.8,0.2,64.0,84.0,73.0
345,showcase_noStem2,85.0,90.0,0.8,0.2,66.0,86.0,75.0
346,showcase_noStem2,85.0,95.0,0.8,0.2,66.0,85.0,74.0
347,showcase_noStem2,85.0,100.0,0.8,0.2,69.0,87.0,77.0
348,showcase_noStem2,85.0,105.0,0.8,0.2,75.0,91.0,82.0
349,showcase_noStem2,85.0,110.0,0.8,0.2,67.0,88.0,76.0
350,showcase_noStem2,85.0,115.0,0.8,0.2,68.0,85.0,76.0
351,showcase_noStem2,85.0,120.0,0.8,0.2,71.0,87.0,78.0
352,showcase_noStem2,85.0,125.0,0.8,0.2,73.0,87.0,79.0
353,showcase_noStem2,85.0,130.0,0.8,0.2,75.0,91.0,83.0
354,showcase_noStem2,85.0,135.0,0.8,0.2,72.0,91.0,81.0
355,showcase_noStem2,85.0,140.0,0.8,0.2,72.0,91.0,81.0
356,showcase_noStem2,85.0,145.0,0.8,0.2,69.0,88.0,78.0
357,showcase_noStem2,90.0,90.0,0.8,0.2,66.0,86.0,75.0
358,showcase_noStem2,90.0,95.0,0.8,0.2,66.0,85.0,74.0
359,showcase_noStem2,90.0,100.0,0.8,0.2,69.0,87.0,77.0
360,showcase_noStem2,90.0,105.0,0.8,0.2,75.0,91.0,82.0
361,showcase_noStem2,90.0,110.0,0.8,0.2,67.0,88.0,76.0
362,showcase_noStem2,90.0,115.0,0.8,0.2,68.0,85.0,76.0
363,showcase_noStem2,90.0,120.0,0.8,0.2,71.0,87.0,78.0
364,showcase_noStem2,90.0,125.0,0.8,0.2,73.0,87.0,79.0
365,showcase_noStem2,90.0,130.0,0.8,0.2,75.0,91.0,83.0
366,showcase_noStem2,90.0,135.0,0.8,0.2,72.0,91.0,81.0
367,showcase_noStem2,90.0,140.0,0.8,0.2,72.0,91.0,81.0
368,showcase_noStem2,90.0,145.0,0.8,0.2,69.0,88.0,78.0
369,showcase_noStem2,95.0,95.0,0.8,0.2,66.0,85.0,74.0
370,showcase_noStem2,95.0,100.0,0.8,0.2,69.0,87.0,77.0
371,showcase_noStem2,95.0,105.0,0.8,0.2,75.0,91.0,82.0
372,showcase_noStem2,95.0,110.0,0.8,0.2,67.0,88.0,76.0
373,showcase_noStem2,95.0,115.0,0.8,0.2,68.0,85.0,76.0
374,showcase_noStem2,95.0,120.0,0.8,0.2,71.0,87.0,78.0
375,showcase_noStem2,95.0,125.0,0.8,0.2,73.0,87.0,79.0
376,showcase_noStem2,95.0,130.0,0.8,0.2,75.0,91.0,83.0
377,showcase_noStem2,95.0,135.0,0.8,0.2,72.0,91.0,81.0
378,showcase_noStem2,95.0,140.0,0.8,0.2,72.0,91.0,81.0
379,showcase_noStem2,95.0,145.0,0.8,0.2,69.0,88.0,78.0
380,showcase_noStem2,100.0,100.0,0.8,0.2,69.0,87.0,77.0
381,showcase_noStem2,100.0,105.0,0.8,0.2,75.0,91.0,82.0
382,showcase_noStem2,100.0,110.0,0.8,0.2,67.0,88.0,76.0
383,showcase_noStem2,100.0,115.0,0.8,0.2,68.0,85.0,76.0
384,showcase_noStem2,100.0,120.0,0.8,0.2,71.0,87.0,78.0
385,showcase_noStem2,100.0,125.0,0.8,0.2,73.0,87.0,79.0
386,showcase_noStem2,100.0,130.0,0.8,0.2,75.0,91.0,83.0
387,showcase_noStem2,100.0,135.0,0.8,0.2,72.0,91.0,81.0
388,showcase_noStem2,100.0,140.0,0.8,0.2,72.0,91.0,81.0
389,showcase_noStem2,100.0,145.0,0.8,0.2,69.0,88.0,78.0
390,showcase_noStem2,105.0,105.0,0.8,0.2,75.0,91.0,82.0
391,showcase_noStem2,105.0,110.0,0.8,0.2,67.0,88.0,76.0
392,showcase_noStem2,105.0,115.0,0.8,0.2,68.0,85.0,76.0
393,showcase_noStem2,105.0,120.0,0.8,0.2,71.0,87.0,78.0
394,showcase_noStem2,105.0,125.0,0.8,0.2,73.0,87.0,79.0
395,showcase_noStem2,105.0,130.0,0.8,0.2,75.0,91.0,83.0
396,showcase_noStem2,105.0,135.0,0.8,0.2,72.0,91.0,81.0
397,showcase_noStem2,105.0,140.0,0.8,0.2,72.0,91.0,81.0
398,showcase_noStem2,105.0,145.0,0.8,0.2,69.0,88.0,78.0
399,showcase_noStem2,110.0,110.0,0.8,0.2,67.0,88.0,76.0
400,showcase_noStem2,110.0,115.0,0.8,0.2,68.0,85.0,76.0
401,showcase_noStem2,110.0,120.0,0.8,0.2,71.0,87.0,78.0
402,showcase_noStem2,110.0,125.0,0.8,0.2,73.0,87.0,79.0
403,showcase_noStem2,110.0,130.0,0.8,0.2,75.0,91.0,83.0
404,showcase_noStem2,110.0,135.0,0.8,0.2,72.0,91.0,81.0
405,showcase_noStem2,110.0,140.0,0.8,0.2,72.0,91.0,81.0
406,showcase_noStem2,110.0,145.0,0.8,0.2,69.0,88.0,78.0
407,showcase_noStem2,115.0,115.0,0.8,0.2,68.0,85.0,76.0
408,showcase_noStem2,115.0,120.0,0.8,0.2,71.0,87.0,78.0
409,showcase_noStem2,115.0,125.0,0.8,0.2,73.0,87.0,79.0
410,showcase_noStem2,115.0,130.0,0.8,0.2,75.0,91.0,83.0
411,showcase_noStem2,115.0,135.0,0.8,0.2,72.0,91.0,81.0
412,showcase_noStem2,115.0,140.0,0.8,0.2,72.0,91.0,81.0
413,showcase_noStem2,115.0,145.0,0.8,0.2,69.0,88.0,78.0
0,showcase_noStem2,6.0,25.0,0.8,0.2,57.5,78.6,66.4
1,showcase_noStem2,10.0,25.0,0.8,0.2,60.0,89.3,71.8
2,showcase_noStem2,20.0,25.0,0.8,0.2,64.5,92.2,75.9
0,showcase_noStem2,6,100,0.8,0.2,52.5,68.9,59.6
1,showcase_noStem2,10,100,0.8,0.2,54.9,75.7,63.6
2,showcase_noStem2,20,100,0.8,0.2,55.2,72.8,62.8
3,showcase_noStem2,30,100,0.8,0.2,63.5,81.6,71.4
4,showcase_noStem2,40,100,0.8,0.2,65.7,84.5,73.9
5,showcase_noStem2,50,100,0.8,0.2,68.8,88.3,77.3
6,showcase_noStem2,60,100,0.8,0.2,69.7,89.3,78.3
7,showcase_noStem2,70,100,0.8,0.2,69.7,89.3,78.3
0,showcase_noStem2,6.0,25.0,0.6,0.3,45.2,66.0,53.7
1,showcase_noStem2,6.0,75.0,0.6,0.3,56.5,72.8,63.6
2,showcase_noStem2,6.0,100.0,0.6,0.3,40.3,48.5,44.0
3,showcase_noStem2,6.0,125.0,0.6,0.3,50.6,65.0,56.9
4,showcase_noStem2,10.0,25.0,0.6,0.3,52.5,74.8,61.7
5,showcase_noStem2,10.0,75.0,0.6,0.3,62.9,77.7,69.5
6,showcase_noStem2,10.0,100.0,0.6,0.3,53.7,64.1,58.4
7,showcase_noStem2,10.0,125.0,0.6,0.3,64.2,75.7,69.5
8,showcase_noStem2,20.0,25.0,0.6,0.3,66.4,91.3,76.8
9,showcase_noStem2,20.0,75.0,0.6,0.3,67.5,83.5,74.6
10,showcase_noStem2,20.0,100.0,0.6,0.3,60.9,73.8,66.7
11,showcase_noStem2,20.0,125.0,0.6,0.3,70.3,82.5,75.9
12,showcase_noStem2,30.0,75.0,0.6,0.3,69.9,85.4,76.9
13,showcase_noStem2,30.0,100.0,0.6,0.3,63.6,76.7,69.5
14,showcase_noStem2,30.0,125.0,0.6,0.3,69.6,81.6,75.1
15,showcase_noStem2,40.0,75.0,0.6,0.3,73.1,87.4,79.6
16,showcase_noStem2,40.0,100.0,0.6,0.3,65.4,77.7,71.0
17,showcase_noStem2,40.0,125.0,0.6,0.3,72.5,84.5,78.1
18,showcase_noStem2,50.0,75.0,0.6,0.3,75.9,92.2,83.3
19,showcase_noStem2,50.0,100.0,0.6,0.3,68.8,83.5,75.4
20,showcase_noStem2,50.0,125.0,0.6,0.3,73.8,85.4,79.2
21,showcase_noStem2,60.0,75.0,0.6,0.3,75.9,92.2,83.3
22,showcase_noStem2,60.0,100.0,0.6,0.3,71.8,86.4,78.4
23,showcase_noStem2,60.0,125.0,0.6,0.3,78.0,88.3,82.8
24,showcase_noStem2,70.0,75.0,0.6,0.3,75.9,92.2,83.3
25,showcase_noStem2,70.0,100.0,0.6,0.3,71.8,86.4,78.4
26,showcase_noStem2,70.0,125.0,0.6,0.3,78.9,89.3,83.8
27,showcase_noStem2,6.0,50.0,0.6,0.4,57.4,76.7,65.6
28,showcase_noStem2,6.0,50.0,0.7,0.4,53.6,70.9,61.1
29,showcase_noStem2,6.0,50.0,0.8,0.4,41.3,56.3,47.7
30,showcase_noStem2,10.0,50.0,0.6,0.4,62.1,80.6,70.1
31,showcase_noStem2,10.0,50.0,0.7,0.4,55.4,74.8,63.6
32,showcase_noStem2,10.0,50.0,0.8,0.4,49.5,63.1,55.5
33,showcase_noStem2,20.0,50.0,0.6,0.4,66.7,84.5,74.6
34,showcase_noStem2,20.0,50.0,0.7,0.4,60.7,80.6,69.3
35,showcase_noStem2,20.0,50.0,0.8,0.4,54.4,76.7,63.7
36,showcase_noStem2,30.0,50.0,0.6,0.4,70.5,86.4,77.6
37,showcase_noStem2,30.0,50.0,0.7,0.4,59.7,81.6,69.0
38,showcase_noStem2,30.0,50.0,0.8,0.4,55.3,77.7,64.6
39,showcase_noStem2,40.0,50.0,0.6,0.4,72.6,91.3,80.9
40,showcase_noStem2,40.0,50.0,0.7,0.4,64.9,87.4,74.5
41,showcase_noStem2,40.0,50.0,0.8,0.4,62.2,84.5,71.6
42,showcase_noStem2,50.0,50.0,0.6,0.4,73.3,91.3,81.3
43,showcase_noStem2,50.0,50.0,0.7,0.4,64.9,87.4,74.5
44,showcase_noStem2,50.0,50.0,0.8,0.4,62.2,84.5,71.7
45,showcase_noStem2,6.0,50.0,0.5,0.05,46.1,66.0,54.3
46,showcase_noStem2,6.0,50.0,0.5,0.1,54.8,74.8,63.2
47,showcase_noStem2,6.0,50.0,0.5,0.2,54.8,68.9,61.0
48,showcase_noStem2,6.0,50.0,0.5,0.3,49.5,62.1,55.1
49,showcase_noStem2,6.0,50.0,0.5,0.4,49.8,68.9,57.9
50,showcase_noStem2,6.0,50.0,0.6,0.05,53.6,69.9,60.7
51,showcase_noStem2,6.0,50.0,0.6,0.1,35.4,48.5,41.0
52,showcase_noStem2,6.0,50.0,0.6,0.2,50.9,65.0,57.1
53,showcase_noStem2,6.0,50.0,0.6,0.3,55.5,69.9,61.9
54,showcase_noStem2,6.0,50.0,0.7,0.05,48.3,67.0,56.1
55,showcase_noStem2,6.0,50.0,0.7,0.1,45.5,68.9,54.8
56,showcase_noStem2,6.0,50.0,0.7,0.2,58.0,77.7,66.4
57,showcase_noStem2,6.0,50.0,0.7,0.3,45.5,58.3,51.1
58,showcase_noStem2,6.0,50.0,0.8,0.05,53.4,70.9,60.9
59,showcase_noStem2,6.0,50.0,0.8,0.1,46.0,65.0,53.9
60,showcase_noStem2,6.0,50.0,0.8,0.2,43.4,54.4,48.2
61,showcase_noStem2,6.0,50.0,0.8,0.3,56.5,77.7,65.4
62,showcase_noStem2,6.0,75.0,0.5,0.05,49.8,60.2,54.5
63,showcase_noStem2,6.0,75.0,0.5,0.1,57.2,71.8,63.7
64,showcase_noStem2,6.0,75.0,0.5,0.2,46.3,60.2,52.3
65,showcase_noStem2,6.0,75.0,0.6,0.05,38.9,54.4,45.4
66,showcase_noStem2,6.0,75.0,0.6,0.1,52.2,66.0,58.3
67,showcase_noStem2,6.0,75.0,0.6,0.2,51.6,65.0,57.6
68,showcase_noStem2,6.0,75.0,0.7,0.05,44.7,63.1,52.4
69,showcase_noStem2,6.0,75.0,0.7,0.1,48.1,62.1,54.2
70,showcase_noStem2,6.0,75.0,0.7,0.2,53.6,68.0,60.0
71,showcase_noStem2,6.0,75.0,0.8,0.05,55.4,72.8,62.9
72,showcase_noStem2,6.0,75.0,0.8,0.1,54.0,73.8,62.4
73,showcase_noStem2,6.0,75.0,0.8,0.2,50.0,60.2,54.6
74,showcase_noStem2,6.0,125.0,0.5,0.05,39.6,52.4,45.1
75,showcase_noStem2,6.0,125.0,0.5,0.1,42.9,53.4,47.6
76,showcase_noStem2,6.0,125.0,0.5,0.2,51.5,62.1,56.3
77,showcase_noStem2,6.0,125.0,0.6,0.05,40.0,53.4,45.7
78,showcase_noStem2,6.0,125.0,0.6,0.1,48.6,66.0,56.0
79,showcase_noStem2,6.0,125.0,0.6,0.2,46.2,56.3,50.8
80,showcase_noStem2,6.0,125.0,0.7,0.05,48.3,61.2,54.0
81,showcase_noStem2,6.0,125.0,0.7,0.1,43.5,51.5,47.2
82,showcase_noStem2,6.0,125.0,0.7,0.2,39.8,46.6,42.9
83,showcase_noStem2,6.0,125.0,0.8,0.05,43.4,56.3,49.0
84,showcase_noStem2,6.0,125.0,0.8,0.1,55.5,68.9,61.5
85,showcase_noStem2,6.0,125.0,0.8,0.2,40.6,49.5,44.6
86,showcase_noStem2,6.0,150.0,0.5,0.05,48.9,57.3,52.7
87,showcase_noStem2,6.0,150.0,0.5,0.1,38.9,46.6,42.4
88,showcase_noStem2,6.0,150.0,0.5,0.2,43.2,48.5,45.7
89,showcase_noStem2,6.0,150.0,0.6,0.05,48.5,62.1,54.5
90,showcase_noStem2,6.0,150.0,0.6,0.1,48.1,57.3,52.3
91,showcase_noStem2,6.0,150.0,0.6,0.2,40.9,49.5,44.8
92,showcase_noStem2,6.0,150.0,0.7,0.05,40.3,51.5,45.2
93,showcase_noStem2,6.0,150.0,0.7,0.1,42.4,50.5,46.1
94,showcase_noStem2,6.0,150.0,0.7,0.2,46.1,55.3,50.3
95,showcase_noStem2,6.0,150.0,0.8,0.05,50.0,64.1,56.2
96,showcase_noStem2,6.0,150.0,0.8,0.1,53.2,69.9,60.4
97,showcase_noStem2,6.0,150.0,0.8,0.2,36.4,40.8,38.5
98,showcase_noStem2,10.0,50.0,0.5,0.05,51.9,69.9,59.5
99,showcase_noStem2,10.0,50.0,0.5,0.1,58.5,77.7,66.7
100,showcase_noStem2,10.0,50.0,0.5,0.2,58.1,69.9,63.5
101,showcase_noStem2,10.0,50.0,0.5,0.3,62.3,87.4,72.8
102,showcase_noStem2,10.0,50.0,0.5,0.4,56.9,74.8,64.6
103,showcase_noStem2,10.0,50.0,0.6,0.05,57.7,72.8,64.4
104,showcase_noStem2,10.0,50.0,0.6,0.1,46.3,68.0,55.1
105,showcase_noStem2,10.0,50.0,0.6,0.2,55.7,70.9,62.4
106,showcase_noStem2,10.0,50.0,0.6,0.3,65.0,83.5,73.1
107,showcase_noStem2,10.0,50.0,0.7,0.05,49.6,68.0,57.3
108,showcase_noStem2,10.0,50.0,0.7,0.1,50.0,72.8,59.3
109,showcase_noStem2,10.0,50.0,0.7,0.2,60.2,85.4,70.7
110,showcase_noStem2,10.0,50.0,0.7,0.3,57.8,75.7,65.6
111,showcase_noStem2,10.0,50.0,0.8,0.05,60.7,83.5,70.3
112,showcase_noStem2,10.0,50.0,0.8,0.1,51.9,70.9,59.9
113,showcase_noStem2,10.0,50.0,0.8,0.2,58.7,77.7,66.8
114,showcase_noStem2,10.0,50.0,0.8,0.3,59.5,77.7,67.4
115,showcase_noStem2,10.0,75.0,0.5,0.05,59.5,76.7,67.0
116,showcase_noStem2,10.0,75.0,0.5,0.1,59.1,74.8,66.0
117,showcase_noStem2,10.0,75.0,0.5,0.2,56.4,72.8,63.6
118,showcase_noStem2,10.0,75.0,0.6,0.05,50.9,68.9,58.6
119,showcase_noStem2,10.0,75.0,0.6,0.1,58.3,72.8,64.7
120,showcase_noStem2,10.0,75.0,0.6,0.2,62.9,80.6,70.6
